,sentence_sim_score,word_count_score,word_embedding_score,length_ratio_score,chunck_score,lsa_score,lsa_score_demoted,word_count_score_demoted,word_embedding_score_demoted,length_ratio_score_demoted,chunck_score_demoted
0,0.5081592202186584,0.1690308509457033,0.568817675113678,3.0,0.3380617018914066,0.6095512509346008,0.5988244840076992,0.17342199390482396,0.6363717913627625,3.2857142857142856,0.1690308509457033
1,0.7168214321136475,0.363696483726654,0.699242353439331,3.583333333333333,0.38729833462074176,0.8288834520748684,0.8145327355180468,0.3940552031195503,0.782909631729126,3.8571428571428568,0.4242640687119285
2,0.7079764604568481,0.6546536707079772,0.9210004210472108,1.5833333333333333,0.6324555320336758,0.9953985725130353,0.9953985725130353,0.7171371656006361,0.9355401396751404,1.4285714285714286,0.6761234037828131
3,0.4585806727409363,0.3857583749052298,0.5133782029151917,3.583333333333333,0.4961389383568338,0.9685239962169102,0.9685239962169102,0.4335549847620599,0.7343936562538147,2.7142857142857144,0.4961389383568338
4,0.5190522670745851,0.15118578920369088,0.8207677006721497,3.333333333333333,0.2981423969999719,0.6443014570644924,0.6443014570644924,0.15762208124782012,0.8573307394981384,3.7142857142857135,0.12909944487358058
5,0.3010852336883545,0.11952286093343935,0.5824780464172363,1.0,0.0,0.47318544345242636,0.3959391063877514,0.14285714285714282,0.7243677973747253,1.0,0.0
6,0.5510300993919373,0.0944911182523068,0.6330082416534424,3.0,0.2,0.5380974241665432,0.5051689999444144,0.10101525445522108,0.821639358997345,2.4285714285714284,0.0
7,0.6324702501296997,0.2390457218668787,0.8059201836585999,1.3333333333333333,0.2,0.5861191706998008,0.5428724523101535,0.2519763153394848,0.7887747883796692,1.2857142857142858,0.0
8,0.5916441082954407,0.08247860988423225,0.8280540108680725,3.0,0.14907119849998596,0.5356898648398263,0.5078031548431942,0.08671099695241198,0.8147870898246765,3.2857142857142856,0.0
9,0.8020520210266113,0.7142857142857141,0.7324215173721313,1.0833333333333333,0.7302967433402215,0.8619020687682288,0.8619020687682288,0.7142857142857141,0.7324215173721313,1.0,0.7302967433402215
10,0.677552342414856,0.5345224838248487,0.7496311068534851,1.1666666666666667,0.7302967433402215,0.8526325651577541,0.8526325651577541,0.5714285714285713,0.7542807459831238,1.0,0.7999999999999999
11,0.8386111259460449,0.6681531047810608,0.7480810284614563,1.1666666666666667,0.7302967433402215,0.8795071414538792,0.8795071414538792,0.7142857142857141,0.7551328539848328,1.0,0.7999999999999999
12,0.3630650639533997,0.1091089451179962,0.7408446073532104,1.4166666666666667,0.2,0.4761688368661063,0.42876935643809183,0.11952286093343935,0.7280109524726868,1.4285714285714286,0.0
13,0.5935336947441101,0.3380617018914066,0.7857571244239807,0.75,0.3162277660168379,0.5412078524629275,0.8099916776021322,0.4364357804719848,0.8353251814842224,0.42857142857142855,0.0
14,0.5003215074539185,0.10482848367219184,0.8116751909255981,1.6666666666666667,0.0,0.5502840621130807,0.4984099864959717,0.11952286093343935,0.7963418364524841,1.4285714285714286,0.0
15,0.4639310240745544,0.16116459280507606,0.6225173473358154,3.6666666666666665,0.14907119849998596,0.6399040307317462,0.6203332075050899,0.1690308509457033,0.8211461901664734,3.0,0.18257418583505536
16,0.784509003162384,0.6681531047810608,0.7480810284614563,1.0,0.7302967433402215,0.8795071414538792,0.8795071414538792,0.7142857142857141,0.7551328539848328,1.0,0.7999999999999999
17,0.5261407494544983,0.1091089451179962,0.7838115096092224,1.5833333333333333,0.1690308509457033,0.5437270998954773,0.5437270998954773,0.1091089451179962,0.7838115096092224,1.7142857142857142,0.0
18,0.5789998769760132,0.0,0.4996499121189117,1.25,0.2,0.3646503133433206,0.3332828027861459,0.0,0.4755434691905975,1.2857142857142858,0.0
19,0.4842998385429382,0.07881104062391006,0.8357011675834656,3.4166666666666665,0.14907119849998596,0.5570087092263358,0.5524241030216217,0.08247860988423225,0.8232706785202026,3.8571428571428568,0.0
20,0.8958892822265625,0.7142857142857141,0.6452693343162537,0.9166666666666666,0.7999999999999999,0.8575293613331658,0.8575293613331658,0.7142857142857141,0.6452693343162537,1.0,0.7302967433402215
21,0.9085991382598876,0.7142857142857141,0.6452693343162537,1.0,0.7999999999999999,0.8575293613331658,0.8575293613331658,0.7142857142857141,0.6452693343162537,1.0,0.7302967433402215
22,0.4633731842041016,0.1259881576697424,0.6200984716415405,1.25,0.22360679774997896,0.5057984803404126,0.5411937236785889,0.1889822365046136,0.7968562245368958,0.5714285714285714,0.0
23,0.4415157437324524,0.1259881576697424,0.9004947543144226,1.4166666666666667,0.2,0.5583317961011615,0.5290365730013166,0.1543033499620919,0.8745228052139282,1.2857142857142858,0.0
24,0.8958892822265625,0.7142857142857141,0.6452693343162537,0.9166666666666666,0.7999999999999999,0.8575293613331658,0.8575293613331658,0.7142857142857141,0.6452693343162537,1.0,0.7302967433402215
25,0.4560948014259338,0.10101525445522108,0.7332553863525391,1.6666666666666667,0.18257418583505536,0.529582108770098,0.4786602769579206,0.11952286093343935,0.8039735555648804,1.4285714285714286,0.0
26,0.4958118796348572,0.18333969940564224,0.7535516023635864,2.333333333333333,0.28284271247461895,0.5718723024640765,0.5405762621334621,0.20203050891044214,0.7160449028015137,2.142857142857143,0.18257418583505536
27,0.4892640113830566,0.11396057645963795,0.7144277691841125,1.25,0.22360679774997896,0.457718693784305,0.42693555780819487,0.1259881576697424,0.781111478805542,1.4285714285714286,0.0
28,0.34715378284454346,0.06052275326688024,0.5862770080566406,5.75,0.1,0.5799616404942104,0.5740516441208976,0.06388765649999398,0.6414170861244202,5.857142857142858,0.0
29,0.6190231442451477,0.25993762245501817,0.7208895683288574,2.727272727272727,0.25819888974716115,0.6134578560789427,0.6386695659973405,0.2390457218668787,0.7110621333122253,3.9090909090909087,0.2480694691784169
30,0.4872446656227112,0.25819888974716115,0.5819462537765503,0.4090909090909091,0.22360679774997896,0.726546762245042,0.7921894490718842,0.3162277660168379,0.7866302728652954,0.5454545454545454,0.22360679774997896
31,0.7805231809616089,0.5477225575051663,0.6126930117607117,0.7727272727272727,0.5477225575051662,0.6954833442966143,0.7363646583897727,0.4008918628686365,0.7461761236190796,0.6363636363636364,0.4472135954999579
32,0.5835548043251038,0.2886751345948129,0.7446874380111694,2.6818181818181817,0.2051956704170308,0.6681530664364497,0.5334925583817742,0.14744195615489716,0.6821337342262268,2.9090909090909087,0.10846522890932808
33,0.7359592318534851,0.4767312946227962,0.5618877410888672,0.6818181818181818,0.7745966692414835,0.6770718876611103,0.7047960460186005,0.2886751345948129,0.6697823405265808,0.5454545454545454,0.25819888974716115
34,0.5540573596954346,0.22360679774997896,0.5115185976028442,0.5,0.0,0.6456676907837391,0.6730394164721171,0.14433756729740646,0.6253342032432556,0.5454545454545454,0.0
35,0.24690425395965576,0.0,0.7312867641448975,0.2272727272727273,0.0,0.6720833778381348,0.5985566973686218,0.0,0.6787718534469604,0.2727272727272727,0.0
36,0.3532007336616516,0.22360679774997896,0.7126407027244568,0.13636363636363635,0.6324555320336758,0.9023741483688354,0.9023741483688354,0.24999999999999994,0.6875057220458984,0.18181818181818185,0.4472135954999579
37,0.3787190020084381,0.0,0.6809337735176086,0.09090909090909093,0.0,0.6956118643283844,0.5882003605365753,0.0,0.6408568024635315,0.18181818181818185,0.0
38,0.415867805480957,0.3651483716701108,0.6087884306907654,0.13636363636363635,0.3162277660168379,0.9349159995714823,0.9349159995714823,0.40824829046386296,0.6534252762794495,0.2727272727272727,0.3162277660168379
39,0.5109183788299559,0.2390457218668787,0.8037225604057312,0.7272727272727273,0.22360679774997896,0.6663037472301059,0.5778620855675803,0.26726124191242434,0.7384610772132874,0.8181818181818182,0.18257418583505536
40,0.5071974992752075,0.25819888974716115,0.8033788800239563,0.5909090909090909,0.3651483716701108,0.7691524709974017,0.6276399195194244,0.15811388300841894,0.6506816744804382,0.5454545454545454,0.0
